,Actinobaculum,Actinomyces,GGB9835,Pauljensenia,Peptidiphaga,Schaalia,Aeriscardovia,Alloscardovia,Bifidobacterium,Parascardovia,Scardovia,Corynebacterium,Lawsonella,Tsukamurella,Cellulomonas,Janibacter,Microbacterium,Kocuria,Micrococcus,Rothia,Isoptericola,Tropheryma,Arachnia,Cutibacterium,GGB10025,Propionibacterium,GGB9369,Atopobium,Lancefieldella,Olsenella,Collinsella,Cryptobacterium,Slackia,GGB71303,Bacteroidetes_unclassified,Bacteroides,Phocaeicola,GGB1088,GGB1431,GGB1473,GGB45697,Porphyromonas,Alloprevotella,GGB1144,GGB1186,GGB33085,GGB74351,GGB74353,Hallella,Prevotella,Prevotellaceae_unclassified,Alistipes,Tannerella,GGB49229,GGB1022,GGB1024,GGB49217,GGB1025,GGB1026,GGB1202,GGB1203,GGB1611,GGB71456,GGB1188,GGB79977,GGB49219,Spirosoma,Capnocytophaga,GGB1832,GGB1833,GGB1838,Bergeyella,Chryseobacterium,Epilithonimonas,GGB1843,GGB1844,GGB1845,Sphingobacterium,Candidatus_Absconditabacteria_unclassified,GGB4936,GGB4937,Candidatus_Gracilibacteria_unclassified,GGB4365,GGB12783,GGB70967,GGB12763,Candidatus_Nanoperiomorbus,Candidatus_Nanogingivalis,GGB12785,GGB12786,Candidatus_Nanosyncoccus,Candidatus_Saccharibacteria_unclassified,GGB12761,GGB12787,GGB12788,GGB12789,GGB12794,GGB49434,Candidatus_Nanosynbacter,Candidatus_Nanosynsacchari,Anaerolineaceae_unclassified,Deinococcus,Anoxybacillus,Bacillus,Geobacillus,Exiguobacterium,Gemella,Macrococcus,Mammaliicoccus,Staphylococcus,Abiotrophia,Aerococcus,Dolosigranulum,Granulicatella,GGB10485,GGB15717,Vagococcus,Lacticaseibacillus,Lactobacillus,Lentilactobacillus,Leuconostoc,Ligilactobacillus,Limosilactobacillus,Pediococcus,Weissella,Lactococcus,Streptococcus,GGB3008,GGB38873,GGB3886,GGB4533,GGB4538,GGB4721,GGB4733,GGB4964,GGB9758,GGB51647,GGB49400,GGB4300,GGB3388,GGB3389,GGB3390,Pseudoramibacter,Alterileibacterium,Eubacteriales_Family_XIII_Incertae_Sedis_unclassified,GGB51110,Mogibacterium,Fenollaria,GGB70946,Levyella,Blautia,Catonella,Coprococcus,Dorea,Faecalicatena,Fusicatenibacter,GGB3385,GGB3386,GGB3887,Johnsonella,Lachnoanaerobaculum,Lachnospira,Lachnospiraceae_unclassified,Oribacterium,Roseburia,Shuttleworthia,Stomatobaculum,Faecalibacterium,GGB9635,Oscillibacter,Oscillospiraceae_unclassified,Ruminococcus,Filifactor,GGB4783,GGB4786,GGB50592,Peptoanaerobacter,Peptostreptococcaceae_unclassified,Peptostreptococcus,Eggerthia,Bulleidia,Faecalibacillus,Solobacterium,Phascolarctobacterium,Centipeda,GGB4303,GGB4308,Mitsuokella,Pectinatus,Selenomonas,Anaeroglobus,Dialister,GGB4272,Megasphaera,Veillonella,Anaerococcus,Finegoldia,Parvimonas,Ezakiella,Fusobacterium,GGB56136,GGB4393,GGB4400,GGB49528,GGB71292,Leptotrichia,Pseudoleptotrichia,Pseudostreptobacillus,Caulobacter,GGB7899,Methylobacterium,Phreatobacter,Rhizobium,Paracoccus,Endobacter,Novosphingobium,Sphingomonas,Burkholderia,Cupriavidus,Lautropia,Ralstonia,Tepidimonas,Acidovorax,Caldimonas,Comamonas,Delftia,Ottowia,Pelomonas,Tibeticola,Zhizhongheella,Eikenella,GGB6675,GGB6679,GGB6688,GGB72533,Kingella,Neisseria,Simonsiella,GGB6673,GGB6646,GGB12441,GGB7107,Desulfobulbus,Desulfomicrobium,Desulfovibrio,Campylobacter,GGB12440,GGB12443,Cardiobacterium,Cronobacter,Enterobacter,Escherichia,Klebsiella,Phytobacter,Pluralibacter,Pantoea,Rosenbergiella,Pectobacterium,Acinetobacter,GGB72444,Moraxella,Psychrobacter,Carnimonas,Aggregatibacter,GGB6813,Haemophilus,Pseudomonas,Vibrio,Aerosticca,Pseudoxanthomonas,Stenotrophomonas,Vulcaniibacterium,Xanthomonas,GGB2671,GGB49499,GGB2665,GGB2666,GGB2672,GGB2674,GGB2676,GGB49504,GGB71076,GGB73508,Treponema,Fretibacterium,GGB10852,Pyramidobacter,GGB42243,GGB4333,Mycoplasma,Ureaplasma,Candida
7723,0.03765,1.206,0,0.00724,0,0,0,0,0,0,0.01856,0.54855,0,0,0.00246,0,0,0,0,3.49245,0,0,0.307,0,0,0,0,0,0.00719,0,0,0,0,0,0.4228,0,0,0.19043,0,0.21065,0.01279,9.74412,0.26072,0.60613,0,0,0,0.00082,0,2.09131,0.49459,0,0.22675,0,0,0.00736,0,0,0,0.00148,0,0,0,0,0.01869,0,0,3.4134,2.48291,0.48444,0,0.0071,0,0,0.64426,0,0,0,0.15627,0.17596,0.82955,1.02367,0,0.08824,0,0,0.02742,0,0.26949,0.04164,0,0.43684,0.00019,0,0.01479,0.09995,0.10952,0.02167,0.05849,0.23562,0,0,0,0,0,0,3.87891,0,0,0,1.65241,0,0,1.97019,0.23078,0,0,0,0,0,0,0,0,0,0,0,5.29837,0,0,0.00661,0.25639,0.06415,0,0.02936,0,0,0,0,0,0.01378,0,0,0,0,0.04117,0,0.01849,0,0.00142,0,0,0.08672,0,0,0,0,0.21141,0,0,0.01245,0.04707,0,0,0.22415,0,0.0058,0.0125,0,0,0,0,0,0,0.03395,0,0,0,0.01757,0.05155,0,0.00505,0,0.06951,0,0,0.00489,0,0,0,0.08083,0.00193,0.08074,0,0,1.66203,0,0,0.59976,0,2.52939,0,0,0.02712,0,0,0.50915,0.00514,0,0,0,0,0,0,0,0,0,0,0,0,4.72699,0,0,0,0,0,0,0.01277,0,0,0,0.16952,0.05417,0,0,0,0.22512,29.55855,0,0,0,0,0,0,0,0,0.46013,0,0,0.26475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19012,0,10.92898,0.03933,0,0,0,0,0,0,0,0,0,0.00837,0,0,0,0,0,0,0.08234,0,0,0,0,0,0.00092,0,0
7721,0.00341,1.22656,0,0.00532,0.09666,0.00266,0,0,0,0,0,0.93831,0,0,0,0,0,0,0,1.26661,0,0,0.4959,0,0.29187,0,0,0,0.03895,0,0,0,0.00041,0,0.19928,0,0.0133,3.61344,0,0.07079,0.28118,6.22593,0.52725,0.28474,0,0,0,0.00701,0.00408,2.10033,0.28298,0,0.3264,0.02772,0.0283,0.00233,0.02213,0,0,0,0.00257,0.01769,0,0.1683,0.14977,0.02105,0,3.31938,0.21494,0.72689,0.16535,0.04712,0,0,0.29421,2.47987,0.2491,0,0.25162,1.20016,0.50304,1.25023,0.20245,0,0.05252,0,0.05673,1.37615,0.60152,0.11776,0.00282,0.66973,0,0,0.02061,0.08925,0.02418,0,0.10819,0.24449,0.00148,0,0,0,0,0,2.72922,0,0,0,0.61796,0,0,2.04815,0.11174,0,0,0,0,0,0,0,0,0,0,0,6.9469,0.00593,0,0,0.46311,0.03795,0.00655,0.03477,0,0,0,0.0728,0.0029,0,0.00311,0.09361,0,0,0.13556,0,0.03358,0,0,0,0,0.05148,0,0,0,0,0.05869,0.00802,0,0.0043,0.06843,0,0.04602,0.14831,0,0.02789,0.00994,0,0,0,0,0,0.23653,0.05077,0,0,0.01362,0.04309,0.02971,0.00825,0,0,0.00874,0,0,0.0015,0,0,0,0.06122,0.01092,0.05275,0,0,1.91951,0,0,0.07968,0,1.89152,0.56614,0.47737,0.1101,0.04616,0,1.3039,0.0225,0,0,0,0,0,0,0,0,0,0,0,0,3.64866,0,0,0,0,0,0,0.11743,0,0,0,0.08922,0.11548,0.0004,0,0,1.21486,17.18847,0.33732,0.03172,0,0.00197,7.90697,0.01247,0,0,0.42768,0.02655,0,0.6014,0,0,0,0,0,0,0,0,0,0,0.12107,0,0,0,5.54747,0.00613,7.61959,0.03402,0,0,0,0,0,0,0.04709,0.05786,0.04192,0.05863,0.02724,0.01611,0.09566,0.02862,0.00965,0.04607,0.26249,0.02777,0.07319,0,0.25029,0.19463,0,0,0
7716,0.02592,8.18925,0,0.06776,0.01359,0.00796,0,0,0,0,0.05604,0.40042,0,0,0.09512,0,0,0,0,4.67058,0,0,0.10089,0,0,0.01831,0,0,1.59602,0.02065,0,0.00436,0.0025,0.00182,0.00828,0,0,0.65146,0,0.02085,0.26102,2.99112,1.59331,3.23696,0.12152,0,0.00054,0.02154,0,31.40514,0.0001,0,0.06121,0,0,0,0,0,0.10218,0.09511,0.09461,0,0,0,1.4681,0,0,0.19267,0,0.00197,0,0,0,0,0.03533,1.35725,0.02691,0,0,0.02573,0.04609,0.00287,0,0,0,0,0.00162,0,0.98084,0,0.22473,2.22785,0,0,0.01885,0,0.03917,0,0,0.00562,0,0,0,0,0,0,0.74638,0,0,0,0.19966,0,0,1.98707,0.90238,0,0,0,0.14873,0,0,0.05462,0.01222,0,0,0,4.14316,0,0.00167,0.03011,0.00613,0.10718,0,0,0,0,0,0,0,0,0,0.0246,0,0,0.94471,0,0.54091,0,0,0,0,0.18687,0,0,0,0,0.00138,0,0.11723,0.0004,0.21259,0,0.00463,0.35091,0,0.00654,0.13484,0,0,0,0,0,0.00324,0,0.00281,0,0,0.00071,0.49861,0,0,0,0.50485,0,0,0.00278,0.00058,0,0,0.52321,0.00306,0.03334,0,1.27771,13.07624,0,0,0.00765,0,0.48075,0.00917,0.0445,0.00418,0,0.02282,0.68678,0.00395,0.0009,0,0,0.0056,0,0,0,0,0,0,0,0,0.29133,0,0,0,0,0,0,0,0,0,0,0.00669,0,0.00778,0,0,0.15378,5.30766,0,0,0,0,0.00015,0,0,0,0.45551,0,0,0.0649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78204,0.00227,2.15594,0.00669,0,0,0,0,0,0,0,0,0,0.00423,0.01969,0,0,0,0,0,0.08476,0,0,0,0,0,0.00646,0,0
7714,0.09764,1.78787,0,0.00341,0.04421,0,0,0,0,0.00873,0.01343,1.25279,0,0,0.00815,0,0,0,0,4.30553,0,0,0.07964,0,0,0.00463,0,0,0.08164,0.0034,0,0,0.00099,0,0.06851,0,0,0.05713,0,0.01724,0.03863,6.62263,0.67512,0.46925,0,0,0,0,0,13.56462,0.15691,0,0.32785,0,0.08513,0,0,0.04645,0.05479,0.04758,0.07652,0,0,0,0.81277,0,0,2.80207,0,0.06789,0,0.02964,0,0,0.25209,0.0492,0.02752,0,0.05751,0.3685,0.11141,0.29728,0,0,0,0.24968,0.11643,0,0.08211,0,0.03833,0.97709,0,0,0,0.24528,0.01206,0.00192,0,0.15167,0,0,0,0,0,0,0.97684,0,0,0,0.02683,0,0,1.28295,0.28497,0,0,0,0,0,0,0,0.00011,0,0,0,4.76275,0,0,0,0.45651,0.21422,0,0,0,0,0,0,0.00354,0,0,0,0.00052,0,0.21891,0,0.10219,0,0,0,0,0.16512,0,0,0,0,0.02675,0,0.00333,0.0159,0.19258,0,0,1.14755,0,0.00917,0.07627,0,0,0,0,0,0.03795,0.12646,0,0,0.01099,0.03596,0.06068,0.00045,0,0,0.10461,0,0.00432,0.02149,0,0.00636,0,0.31597,0.07142,0.08755,0,0.81088,7.9685,0,0,0.03054,0,2.46446,0,0,0.01075,0,0,1.20575,0.03651,0,0,0,0,0,0,0,0,0,0,0,0,1.33627,0,0,0,0,0,0,0.0117,0,0,0,0.10932,0.02442,0,0,0,0.13381,30.32865,0,0.00087,0,0.05802,0,0,0,0,1.31868,0,0,0.45098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38148,0.01772,4.3648,0,0,0,0,0,0,0,0,0,0,0.01118,0.02097,0.00484,0,0.00011,0,0.04913,0.24757,0,0,0,0,0,0,0,0
7713,0,3.5073,0,0.01897,0.23828,0.05092,0,0,0.00828,0.00181,0.0089,0.73129,0,0,0.00419,0,0,0,0,3.81292,0,0,0.10478,0,0,0,0,0,0.54683,0.00353,0,0,0.00644,0,0.0314,0,0,0.22272,0,0.24626,0,0.60135,1.70843,1.45002,0,0,0,0,0.02472,15.13463,0.01813,0,0.48932,0,0,0,0,0,0,0.11341,0.05021,0,0,0,0,0,0,0.91229,0,0.09537,0,0.00032,0,0,0.02806,0,0.01242,0,0.06671,0,0.19047,0.02191,0,0,0,0,0,0,0.15398,0,0.02149,0.71649,0.04891,0,0.04532,0.00108,0.0711,0,0.06857,0.15202,0.00545,0,0,0,0,0,0.50591,0,0,0,0.04868,0,0,1.44738,0.099,0,0,0,0,0,0,0,0,0,0,0,8.637,0,0,0.25436,0.05762,0.39566,0,0.00117,0,0,0,0,0,0,0,0,0,0,0.74725,0,0.48812,0,0,0,0,0.21145,0,0,0,0,0.0191,0,0.08374,0,0.45363,0,0.40956,0.7498,0,0,0.08854,0,0,0,0,0,0,0,0,0,0,0.04194,0.05564,0,0.03532,0,0.17512,0,0.02864,0.0098,0,0,0,3.01526,0.01276,0.06269,0,0.57801,17.76541,0,0,0.19127,0,2.7909,0,0,0.00629,0,0,4.71157,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16293,0,0,0,0,0,0,0.05971,0,0,0,0.07535,0.27117,0.01895,0.0681,0,0.5331,14.01573,0,0,0,0,0,0,0,0,1.50712,0,0,0.31299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92166,0.29152,3.56078,0.00493,0,0,0,0,0,0,0,0,0,0,0.00876,0,0,0,0,0,0.24729,0,0,0,0,0,0.01432,0,0
7706,0.01012,0.66345,0,0.00549,0.02482,0.00716,0,0,0,0,0,0.18571,0,0,0.00391,0,0,0,0,4.9446,0,0,0.05539,0,0,0,0,0,0.00659,0,0,0,0,0,0.18676,0,0,0.10708,0,0.10705,0.00834,12.08359,0.9649,0.5206,0,0,0,0.00581,0,4.80481,3.82399,0,0.07048,0.00042,0,0,0,0.02472,0.16663,0.00253,0.11048,0,0.0024,0.03469,0.25778,0,0,1.23592,0.40508,0.03845,0,0.3751,0,0,0.24653,0,0.00026,0,0.5504,0.95955,0.64037,2.54307,0.00417,0.00255,0,0,0.02979,0,0.2897,0.07594,0.22087,1.11087,0.0036,0,0.04732,0.04435,0.01134,0.00068,0.00093,0.07269,0,0.01266,0,0,0,0,0.37528,0,0,0,0.16024,0,0,1.83301,0.0132,0,0,0,0,0,0,0,0,0,0,0,1.55852,0.23037,0,0,0.13755,0.16413,0,0.10621,0,0,0,0.00228,0,0,0,0,0,0,0.08302,0,0.00619,0,0.04179,0,0,0.14682,0,0,0,0,0.02248,0,0,0.00505,0.07702,0,0.00133,0.33207,0,0,0,0,0,0,0,0,0.02581,0.07922,0.02667,0,0.00246,0.00618,0.13663,0,0,0,0.0197,0,0.00365,0.00594,0,0,0,0.15823,0,0.03117,0,0,3.53481,0,0,0.08087,0,1.90101,0,0,0.00179,0,0,0.44965,0.00209,0.02093,0,0,0.00149,0,0,0.00029,0,0,0,0,0,1.31466,0,0,0,0,0,0,0.20214,0,0,0,0.0212,0.16349,0.00609,0.00333,0,0.26228,39.69232,0,0,0,0,0,0,0,0,0.33044,0,0.02537,0.04066,0,0,0,0,0,0,0,0,0,0.00672,0,0,0,0,0.65838,0.01585,6.31826,0.00213,0,0,0,0,0,0,0.00188,0.00235,0,0.00409,0.69717,0.00859,0,0.00329,0,0.02099,0.26257,0,0.00319,0,0,0,0.03491,0,0
7705,0.25386,8.75139,0,0.0964,0.45677,0.03367,0,0,0,0,0.01083,4.15448,0,0,0.02217,0,0,0,0,11.78478,0,0,0.3675,0,0,0,0,0,0.15723,0.03373,0,0,0,0,0.21823,0,0,0.43728,0,0,0.03023,1.48033,0.04881,0.22176,0,0,0,0,0,4.60645,0.01131,0,2.01094,0,0.04647,0,0,0,0.09387,0.01286,0,0,0,0,0.01851,0,0,2.98276,0,0.03773,0,0,0,0,0.08339,0.21029,0,0,0.06218,0.06237,0.16859,0.00972,0,0,0,0.0975,0,0,0.07835,0,0.03452,0.86472,0.006,0,0,0,0.0187,0,0,0.16424,0,0,0,0,0,0,0.31184,0,0,0.02066,0.05468,0,0,2.72503,1.33927,0,0,2.5085,0,0,0,0,0,0,0,0,10.39619,0,0,0.09478,0.04904,0.06279,0,0.00203,0,0,0,0,0.00371,0,0,0,0,0,0.12894,0,0.06076,0,0,0,0,0.09333,0,0,0,0,0.03027,0,0.10784,0.0003,0.1575,0,0.08806,0.20496,0,0,0.03854,0,0,0,0,0,0,0,0,0,0,0,0.02463,0,0,0,0.10412,0,0.00439,0.05373,0.00766,0,0,1.01266,0,0.08532,0,0.19747,3.5753,0,0,0.01008,0,0.83036,0,0,0.00134,0,0,1.73826,0.01028,0,0,0,0,0,0,0,0,0.03141,0,4.09418,0,0.56378,0,0,0,0,0,0,0.07987,0,0,0,0.0953,0,0.62532,0.00763,0,0.57907,21.51149,0.0195,0.01588,0,0,0,0,0,0,0.60896,0,0,0.3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30352,0.06562,2.18802,0.24041,0,0.04091,0,0,0,0,0,0,0,0,0.07974,0,0,0,0,0.01297,0.08569,0,0,0,0,0,0,0,0
7679,0.00866,2.12706,0,0.00593,0.0834,0,0,0,0,0,0.009,0.45072,0,0,0.02244,0,0,0,0,3.32677,0,0,0.10162,0,0,0.00345,0,0,0.09753,0,0,0,0,0,0.13954,0,0,1.6195,0,0,0.96627,3.5629,1.72809,1.58917,0.2021,0,0,0.00197,0,13.03738,0.12239,0,0.10647,0,0.03495,0,0,0,0.01686,0.06377,0.06193,0,0,0,2.01321,0,0,1.66277,0,0,0,0,0,0,0.16234,0.00356,0.13058,0,0.10527,0.48335,0.36154,1.7746,0,0,0,0,0,0.3285,0.32196,0.0023,0.15543,3.93997,0,0,0,0.242,0.01436,0.00412,0.08519,0.06988,0,0,0,0,0,0,1.7275,0,0,0,0.13133,0,0,5.41077,0.31238,0,0,0,0,0,0,0,0,0,0,0,2.7894,0,0,0.01982,0.13392,0.18321,0,0.04407,0,0,0,0,0,0,0,0.03745,0,0,0.26521,0,0.07112,0,0,0,0,0.05987,0,0,0,0,0.01501,0,0.00638,0.00699,0.17771,0,0.01555,0.31002,0,0.00369,0.05627,0,0,0,0,0,0,0.00644,0,0,0,0.00901,0.01734,0,0.00538,0,0.15165,0,0,0.00248,0,0.00356,0,0.20342,0,0.02544,0,0.40928,4.2246,0,0,0.05451,0,0.8397,0.23255,0.16395,0.03427,0,0,0.66808,0.00668,0.09626,0,0,0,0,0,0,0,0,0,0.00552,0,0.5585,0,0,0,0,0,0,0.00388,0,0,0,0.12865,0.09545,0.03381,0.01047,0,1.29524,26.91462,0.12495,0.00121,0,0.06136,0,0,0,0,0.63883,0,0,0.52077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77744,0.04954,7.3633,0.00575,0,0,0,0,0,0,0.00271,0.00751,0,0.01382,0.02348,0.01103,0,0.00537,0,0,0.05853,0,0,0,0,0,0.00512,0,0
7672,0.00115,4.69953,0,0.00888,0,0.37612,0,0,0,0,0.00496,0.22689,0,0,0.04007,0,0,0,0,2.72564,0,0,0.03392,0,0.00036,0,0,0,0.55573,0.00357,0,0,0.00476,0,0.01075,0,0,2.21486,0,0,0.00153,3.61674,0.77126,4.34376,0,0,0,0.00031,0,32.88424,0,0,0.0357,0,0,0,0,0,0.00142,0.39265,0.07815,0,0,0,0.00329,0,0,0.82779,0.0784,0.03445,0,0,0,0,0.14458,0.03022,0.00801,0,0.01084,0.00278,0.18964,0.10426,0,0.00698,0,0.04053,0,0.0068,1.34438,0.11677,0.1865,1.41222,0.00316,0,0.00155,0.02735,0.00715,0,0.17594,0.09184,0,0,0,0,0,0,0.86102,0,0,0.00324,0.10016,0,0,0.74338,0.12174,0,0,0,0,0,0,0,0,0,0,0,3.04956,0,0,0.14279,0.03147,0.11925,0,0.02104,0,0,0,0,0,0.00406,0,0,0,0,0.47851,0,0.74576,0,0,0,0,0.11992,0,0,0,0,0.00617,0,0.17245,0.00046,0.5836,0,0.13855,1.03925,0,0,0.3238,0,0,0,0,0,0.00024,0.00128,0,0,0,0.00951,0.06478,0,0.00755,0,0.26722,0,0,0,0,0,0,0.87741,0.00031,0.0251,0,1.78591,10.57036,0,0,0.01096,0,0.72211,0,0,0.00042,0,0,4.0079,0.00413,0.00034,0,0,0.00051,0,0,0,0,0,0,0,0,0.65045,0,0,0,0,0,0,0.00865,0,0,0,0.00535,0.03209,0,0,0,0.07713,6.83766,0,0,0,0,0.00087,0,0,0,1.46505,0,0,0.04564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0572,0.00979,4.69402,0.00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0.00129,0,0
7658,0.01526,6.95233,0,0.01697,0.05087,0.00881,0,0,0,0.001,0.00397,0.42639,0,0,0.00769,0,0,0,0,2.40297,0,0,0.08043,0,0,0.00073,0,0,0.88222,0.00605,0,0,0.00402,0,0.03217,0,0,0.33426,0,0.00046,0.05664,0.53897,3.90641,3.39946,0.00188,0,0,0.00464,0,34.3889,0.0073,0,0.04206,0,0,0,0,0,0.00595,0.50713,0.12166,0,0,0,0.1155,0.13944,0,0.46181,0.00061,0.0216,0,0,0,0,0.11219,0,0.05331,0,0.04247,0.02451,0.00744,0.00648,0,0,0,0,0,0,0.14529,0,0.12715,1.37794,0.00826,0,0.01798,0,0.00906,0,0,0.04719,0,0,0,0,0,0,0.66869,0,0,0.00614,0.00569,0,0,1.17569,0.02491,0,0,0,0,0,0,0,0,0,0,0,4.52924,0,0.00013,0.12893,0.03175,0.0574,0,0.00965,0,0,0,0,0,0,0,0.04597,0,0,2.37276,0,0.48602,0,0.00464,0,0,0.14332,0,0,0,0,0.01536,0,0.08248,0.00868,0.42094,0,0.19911,1.103,0,0.00021,0.24845,0,0,0,0,0,0.00231,0.0018,0,0,0,0.02774,0.37347,0,0,0,0.69281,0,0.00057,0.00152,0,4.00E-05,0,0.63394,0,0.03072,0,1.84102,11.98128,0,0,0.08498,0,1.08286,0,0.00567,0.00051,0,0,0.90271,0.00507,0.00964,0,0,0.00885,0,0,0,0,0,0,0,0,0.50841,0,0,0,0,0,0,0,0,0,0,0.02664,0,0,0,0,0.08579,7.38747,0,0.00033,0,0,0,0,0,0,1.78213,0,0,0.12167,0,0,0,0,0,0,0,0,0,0,0,0.00365,0,0,0.59316,0.02352,2.94275,0.00399,0,0,0,0,0,0,0,0,0,0,0.00312,0,0,0,0,0,0.12515,0,0,0,0,0,0.00978,0,0
7654,0.01974,2.59564,0,0.0349,0.01363,0.0025,0,0,0,0,0.00792,1.00213,0,0,0,0,0,0,0,1.62375,0,0,0.45053,0,0,0,0,0,0.12788,0,0,0,0.0046,0,0.24431,0,0,0.34861,0,0.05528,0.13173,1.94326,0.65716,1.56469,2.32631,0,0,0.00631,0,8.44859,0.1456,0,0.18343,0,0.13778,0,0,0.0605,0.1192,0.03244,0.03542,0,0,0,0.13801,0,0,1.2944,0.22624,0.2634,0,0.01665,0,0,0.06357,0.99246,0.02672,0,0.1151,0.34942,0.28298,0.89,0,0,0,0.03483,0.11196,0.02433,0.38015,0.17637,0.23038,2.8412,0,0,0.20091,0.23523,0.12923,0.00885,0.00095,0.58663,0,0,0,0,0,0,1.52114,0,0,0,0.18757,0,0,1.31474,0.54066,0,0,0,0,0,0,0,0,0,0,0,3.85683,0.04479,0,0.15307,0.39912,0.1388,0,0.02198,0,0,0,0,0.00709,0.03529,0,0.20535,0,0,0.11265,0,0.04408,0,0.01279,0,0,0.09217,0,0,0,0,0.01337,0,0.06072,0.01262,0.07501,0,0.01112,0.31353,0,0,0.05864,0,0,0,0,0,0.01525,0.01605,0.0016,0,0,0.03425,0.05753,0,0,0,0.17427,0,0.01039,0.0153,0,0,0,0.44667,0.01738,0.12979,0,0.0597,2.40435,0,0,0.01666,0,1.30157,0,1.06686,0.05903,0,0,1.35474,0.00469,0,0,0,0.00313,0,0,0,0,0,0,0,0,3.42246,0,0,0,0,0,0,0.16525,0,0,0,0.05541,0.19937,0.08916,0.00232,0,0.27449,40.48935,0,0,0,0.01655,0.10422,0,0,0,1.21374,0,0.00126,0.27537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47904,0.04444,3.42425,0.01791,0,0,0,0,0,0,0,0,0,0.00446,0.08922,0,0,0,0,0.04951,0.19458,0.00155,0,0,0,0,0.01992,0,0
7637,0.00494,1.49013,0,0,0.00908,0.00096,0,0,0,0,0.01207,0.13257,0,0,0.00083,0,0,0,0,2.36905,0,0,0.09776,0,0.54257,0.00153,0,0,0.09191,0.00629,0,0,0.0072,0,0.12558,0,0,0.34385,0,0.24683,0.294,17.22304,1.60459,2.94289,0.02384,0,0,0.02342,0,16.9681,0.09573,0,0.35423,0,0.02798,0,0,0,0.05317,0.00232,0.29123,0.00493,0,0,0.53746,0,0,1.24051,0.08999,0.03169,0,0,0,0,0.28226,0.95518,0.02085,0,2.39946,2.57754,1.02217,1.14388,0,0.00216,0,0.23023,0,1.05197,0.29996,0.05225,0.14303,1.79526,0.0056,0,0,0.23568,0.00142,0.02014,0.01617,0.10148,0,0,0,0,0,0,1.19305,0,0,0,0.53546,0,0.02048,1.1712,0.02336,0,0,0,0,0,0,0,0,0,0,0,3.64239,0.02261,0,0.23153,0.65505,0.75899,0.27313,0.0475,0,0,0,0,6.00E-05,0.0153,0,0.02157,0,0,0.34612,0,0.02202,0,0.02141,0,0,0.12724,0,0,0,0,0.20879,0,0,0.01286,0.23039,0,0.26002,1.23063,0,0.00189,0.10878,0,0,0,0,0,0.0379,0.08635,0.00118,0,0,0.0086,0.84585,0,0,0,0.15019,0,0.00059,0.00305,0,0,0,0.79837,0,0.01818,0,0.05231,6.68511,0,0,1.02433,0,2.75566,0.08201,0,0.01628,0,0,1.07647,0.01396,0.00211,0,0,0.00309,0,0,0,0,0,0,0,0,0.60436,0,0,0,0,0,0,0.04287,0,0,0,0.06384,0.06375,0,0.00747,0.00393,0.07916,9.01911,0,0.00151,0,0,0.18427,0,0,0,0.80935,0,0.0006,0.12328,0,0,0,0,0,0,0,0,0,0,0,0.00685,0,0,0.83537,0.00356,3.53557,0.00851,0,0,0,0,0,0,0.00316,0,0,0.0017,0.01758,0.01028,0,0,0,0,0.08033,0,0.00077,0,0,0,0.00046,0,0
